District_Eng,Taluka_Eng,No_Of_Victims_Shifted,Avg_No_Of_Ambulance,Cardiac,Pregnancy,Respiratory,Trauma,Others,AsOnDt
Valsad,Umargam,104,1,0,22,2,43,20,5/31/2019 0:00
Valsad,Valsad,168,1,7,19,16,48,28,5/31/2019 0:00
Valsad,Valsad,177,1,7,19,26,43,20,5/31/2019 0:00
Valsad,Valsad,246,1,8,12,17,77,49,5/31/2019 0:00
Ahmedabad,Ahmedabad City,316,1,17,24,23,24,75,6/30/2019 0:00
Ahmedabad,Ahmedabad City,242,1,24,13,24,22,49,6/30/2019 0:00
Ahmedabad,Ahmedabad City,358,1,39,28,32,15,74,6/30/2019 0:00
Ahmedabad,Ahmedabad City,288,1,20,18,25,15,55,6/30/2019 0:00
Ahmedabad,Ahmedabad City,270,1,18,11,30,49,47,6/30/2019 0:00
Ahmedabad,Ahmedabad City,86,1,5,12,5,24,19,6/30/2019 0:00
Ahmedabad,Ahmedabad City,330,1,29,28,25,17,87,6/30/2019 0:00
Ahmedabad,Ahmedabad City,230,1,22,12,29,26,59,6/30/2019 0:00
Ahmedabad,Ahmedabad City,296,1,33,29,34,28,60,6/30/2019 0:00
Ahmedabad,Ahmedabad City,328,1,36,43,26,28,46,6/30/2019 0:00
Ahmedabad,Ahmedabad City,354,1,25,30,33,32,83,6/30/2019 0:00
Ahmedabad,Ahmedabad City,245,1,10,23,27,24,69,6/30/2019 0:00
Ahmedabad,Ahmedabad City,295,1,19,27,23,22,61,6/30/2019 0:00
Ahmedabad,Ahmedabad City,255,1,39,6,24,17,57,6/30/2019 0:00
Ahmedabad,Ahmedabad City,274,1,34,33,22,37,64,6/30/2019 0:00
Ahmedabad,Ahmedabad City,245,1,13,38,22,31,33,6/30/2019 0:00
Ahmedabad,Ahmedabad City,269,1,21,25,33,37,66,6/30/2019 0:00
Ahmedabad,Ahmedabad City,290,1,23,15,27,19,77,6/30/2019 0:00
Ahmedabad,Ahmedabad City,236,1,25,9,28,18,44,6/30/2019 0:00
Ahmedabad,Ahmedabad City,334,1,43,30,25,18,55,6/30/2019 0:00
Ahmedabad,Ahmedabad City,340,1,29,43,32,26,67,6/30/2019 0:00
Ahmedabad,Ahmedabad City,272,1,20,30,18,20,57,6/30/2019 0:00
Ahmedabad,Ahmedabad City,314,1,45,15,32,24,84,6/30/2019 0:00
Ahmedabad,Ahmedabad City,377,1,30,50,28,14,78,6/30/2019 0:00
Ahmedabad,Ahmedabad City,399,1,32,73,33,16,63,6/30/2019 0:00
Ahmedabad,Ahmedabad City,292,1,29,12,35,18,67,6/30/2019 0:00
Ahmedabad,Ahmedabad City,308,1,16,32,19,15,33,6/30/2019 0:00
Ahmedabad,Ahmedabad City,296,1,18,46,20,34,68,6/30/2019 0:00
Ahmedabad,Ahmedabad City,350,1,26,49,25,21,45,6/30/2019 0:00
Ahmedabad,Ahmedabad City,254,1,20,10,31,43,71,6/30/2019 0:00
Ahmedabad,Ahmedabad City,273,1,34,34,21,29,50,6/30/2019 0:00
Ahmedabad,Ahmedabad City,300,1,21,42,31,14,48,6/30/2019 0:00
Ahmedabad,Ahmedabad City,293,1,27,16,34,39,80,6/30/2019 0:00
Ahmedabad,Ahmedabad City,218,1,16,22,15,33,64,6/30/2019 0:00
Ahmedabad,Ahmedabad City,291,1,21,12,30,35,73,6/30/2019 0:00
Ahmedabad,Ahmedabad City,277,1,25,24,32,38,45,6/30/2019 0:00
Ahmedabad,Ahmedabad City,165,1,9,30,12,23,31,6/30/2019 0:00
Ahmedabad,Ahmedabad City,219,1,22,15,22,27,46,6/30/2019 0:00
Ahmedabad,Ahmedabad City,276,1,35,40,16,26,49,6/30/2019 0:00
Ahmedabad,Ahmedabad City,327,1,34,22,20,14,75,6/30/2019 0:00
Ahmedabad,Ahmedabad City,289,1,31,10,45,16,82,6/30/2019 0:00
Ahmedabad,Ahmedabad City,257,1,19,11,29,32,60,6/30/2019 0:00
Ahmedabad,Ahmedabad City,264,1,22,36,19,25,49,6/30/2019 0:00
Ahmedabad,Ahmedabad City,327,1,26,39,21,25,41,6/30/2019 0:00
Ahmedabad,Ahmedabad City,330,1,22,40,20,20,36,6/30/2019 0:00
Ahmedabad,Ahmedabad City,292,1,29,23,33,28,75,6/30/2019 0:00
Ahmedabad,Bavla,97,1,4,48,0,20,9,6/30/2019 0:00
Ahmedabad,Bavla,123,1,6,48,6,39,12,6/30/2019 0:00
Ahmedabad,Daskroi,133,1,10,36,5,21,22,6/30/2019 0:00
Ahmedabad,Daskroi,273,1,19,37,21,28,64,6/30/2019 0:00
Ahmedabad,Daskroi,234,1,15,34,34,25,37,6/30/2019 0:00
Ahmedabad,Detroj,119,1,1,75,3,10,16,6/30/2019 0:00
Ahmedabad,Dhandhuka,91,1,9,26,3,19,9,6/30/2019 0:00
Ahmedabad,Dhandhuka,77,1,4,36,4,14,5,6/30/2019 0:00
Ahmedabad,Dholera,64,1,1,38,2,10,5,6/30/2019 0:00
Ahmedabad,Dholka,91,1,2,44,2,14,18,6/30/2019 0:00
Ahmedabad,Dholka,84,1,4,46,8,8,4,6/30/2019 0:00
Ahmedabad,Mandal,129,1,3,100,3,4,14,6/30/2019 0:00
Ahmedabad,Sanand,123,1,5,47,5,17,16,6/30/2019 0:00
Ahmedabad,Viramgam,125,1,5,70,1,14,17,6/30/2019 0:00
Ahmedabad,Viramgam,102,1,1,55,0,25,11,6/30/2019 0:00
Amreli,Amreli,93,1,5,24,3,13,20,6/30/2019 0:00
Amreli,Amreli,120,1,5,79,5,5,9,6/30/2019 0:00
Amreli,Amreli,204,1,15,69,7,28,26,6/30/2019 0:00
Amreli,Babara,148,1,4,107,1,9,7,6/30/2019 0:00
Amreli,Bagasara,133,1,10,70,3,10,17,6/30/2019 0:00
Amreli,Dhari,186,1,10,97,4,19,15,6/30/2019 0:00
Amreli,Dhari,200,1,10,110,5,15,16,6/30/2019 0:00
Amreli,Jafrabad,194,1,6,161,0,8,11,6/30/2019 0:00
Amreli,Khambha,153,1,3,110,1,10,10,6/30/2019 0:00
Amreli,Kukavav,109,1,18,55,2,10,11,6/30/2019 0:00
Amreli,Kukavav,107,1,11,42,4,3,20,6/30/2019 0:00
Amreli,Lathi,103,1,3,68,2,12,10,6/30/2019 0:00
Amreli,Lathi,126,1,9,64,3,12,16,6/30/2019 0:00
Amreli,Lilia,110,1,8,48,4,15,11,6/30/2019 0:00
Amreli,Rajula,196,1,5,135,5,9,20,6/30/2019 0:00
Amreli,Rajula,122,1,4,78,3,4,19,6/30/2019 0:00
Amreli,Savarkundla,150,1,16,78,3,9,21,6/30/2019 0:00
Amreli,Savarkundla,82,1,5,45,0,13,5,6/30/2019 0:00
Anand,Anand,194,1,6,45,17,44,37,6/30/2019 0:00
Anand,Anand,148,1,8,19,11,29,36,6/30/2019 0:00
Anand,Anand,147,1,9,73,3,15,17,6/30/2019 0:00
Anand,Anklav,150,1,10,69,8,16,17,6/30/2019 0:00
Anand,Borsad,140,1,4,55,8,28,31,6/30/2019 0:00
Anand,Borsad,137,1,2,61,9,20,21,6/30/2019 0:00
Anand,Khambhat,174,1,1,102,6,21,25,6/30/2019 0:00
Anand,Khambhat,157,1,3,97,6,14,17,6/30/2019 0:00
Anand,ODE (Umreth),139,1,8,74,4,18,12,6/30/2019 0:00
Anand,ODE (Umreth),132,1,3,61,3,23,17,6/30/2019 0:00
Anand,ODE (Umreth),137,1,3,64,5,17,18,6/30/2019 0:00
Anand,Petlad,139,1,6,52,9,22,19,6/30/2019 0:00
Anand,Sojitra,117,1,5,62,5,16,13,6/30/2019 0:00
Anand,Tarapur,91,1,7,59,0,4,5,6/30/2019 0:00
Anand,Tarapur,160,1,5,89,2,17,20,6/30/2019 0:00
Anand,Tarapur,55,1,0,27,1,5,10,6/30/2019 0:00
Aravalli,Bayad,115,1,1,30,2,4,4,6/30/2019 0:00
Aravalli,Bayad,107,1,5,24,3,2,2,6/30/2019 0:00
Aravalli,Bhiloda,106,1,7,18,4,8,6,6/30/2019 0:00
Aravalli,Bhiloda,115,1,3,13,0,8,5,6/30/2019 0:00
Aravalli,Dhansura,75,1,6,17,2,2,2,6/30/2019 0:00
Aravalli,Malpur,133,1,2,36,1,7,4,6/30/2019 0:00
Aravalli,Meghraj,147,1,1,24,4,5,9,6/30/2019 0:00
Aravalli,Meghraj,109,1,1,21,3,4,3,6/30/2019 0:00
Aravalli,Modasa,84,1,0,16,2,3,2,6/30/2019 0:00
Banaskantha,Amirgadh,104,1,0,19,0,8,8,6/30/2019 0:00
Banaskantha,Amirgadh,95,1,1,25,5,3,4,6/30/2019 0:00
Banaskantha,Bhabhar,117,1,0,31,0,4,6,6/30/2019 0:00
Banaskantha,Danta,134,1,1,36,1,12,4,6/30/2019 0:00
Banaskantha,Danta,174,1,1,48,2,13,3,6/30/2019 0:00
Banaskantha,Danta,110,1,0,32,0,1,9,6/30/2019 0:00
Banaskantha,Dantiwada,73,1,2,11,0,2,8,6/30/2019 0:00
Banaskantha,Deesa,138,1,3,21,2,1,25,6/30/2019 0:00
Banaskantha,Deesa,96,1,1,16,0,10,13,6/30/2019 0:00
Banaskantha,Deesa,121,1,1,37,0,2,19,6/30/2019 0:00
Banaskantha,Deodar,202,1,0,62,2,6,8,6/30/2019 0:00
Banaskantha,Dhanera,41,1,0,12,0,1,3,6/30/2019 0:00
Banaskantha,Kankrej,103,1,2,21,1,3,17,6/30/2019 0:00
Banaskantha,Kankrej,87,1,1,22,2,5,11,6/30/2019 0:00
Banaskantha,Palanpur,80,1,1,13,1,4,13,6/30/2019 0:00
Banaskantha,Palanpur,112,1,1,18,3,8,10,6/30/2019 0:00
Banaskantha,Suigam,108,1,1,28,1,2,21,6/30/2019 0:00
Banaskantha,Tharad,60,1,1,18,1,1,5,6/30/2019 0:00
Banaskantha,Tharad,128,1,0,27,1,7,18,6/30/2019 0:00
Banaskantha,Vadgam,88,1,2,16,0,7,10,6/30/2019 0:00
Banaskantha,Vadgam,109,1,1,24,1,2,19,6/30/2019 0:00
Banaskantha,Vav,100,1,1,27,3,2,10,6/30/2019 0:00
Bharuch,Amod,144,1,5,78,2,11,35,6/30/2019 0:00
Bharuch,Ankleshwar,225,1,1,65,2,29,109,6/30/2019 0:00
Bharuch,Ankleshwar,186,1,2,76,0,15,71,6/30/2019 0:00
Bharuch,Bharuch,98,1,1,57,3,8,17,6/30/2019 0:00
Bharuch,Bharuch,193,1,5,78,9,38,38,6/30/2019 0:00
Bharuch,Bharuch,223,1,3,79,10,34,47,6/30/2019 0:00
Bharuch,Bharuch,141,1,1,47,6,27,42,6/30/2019 0:00
Bharuch,Hansot,170,1,1,82,5,7,59,6/30/2019 0:00
Bharuch,Jambusar,176,1,4,95,3,14,31,6/30/2019 0:00
Bharuch,Jhagadia,266,1,5,78,6,21,115,6/30/2019 0:00
Bharuch,Jhagadia,236,1,0,64,10,17,98,6/30/2019 0:00
Bharuch,Netrang,152,1,6,50,4,16,34,6/30/2019 0:00
Bharuch,Netrang,258,1,8,61,7,27,113,6/30/2019 0:00
Bharuch,Vagra,108,1,0,76,1,12,8,6/30/2019 0:00
Bharuch,Vagra,103,1,2,74,2,8,8,6/30/2019 0:00
Bharuch,Valia,267,1,1,92,9,10,85,6/30/2019 0:00
Bhavnagar,Bhavnagar,215,1,19,30,20,18,44,6/30/2019 0:00
Bhavnagar,Bhavnagar,198,1,23,21,18,18,45,6/30/2019 0:00
Bhavnagar,Bhavnagar,176,1,17,37,14,20,25,6/30/2019 0:00
Bhavnagar,Bhavnagar,189,1,21,9,15,17,58,6/30/2019 0:00
Bhavnagar,Bhavnagar,195,1,23,20,22,19,51,6/30/2019 0:00
Bhavnagar,Bhavnagar,245,1,27,40,25,22,56,6/30/2019 0:00
Bhavnagar,Gariyadhar,106,1,6,65,3,10,9,6/30/2019 0:00
Bhavnagar,Ghogha,149,1,17,50,4,15,20,6/30/2019 0:00
Bhavnagar,Ghogha,135,1,12,59,8,9,21,6/30/2019 0:00
Bhavnagar,Jesar,92,1,4,54,1,4,11,6/30/2019 0:00
Bhavnagar,Mahuva,138,1,4,35,7,19,12,6/30/2019 0:00
Bhavnagar,Mahuva,118,1,6,63,7,7,12,6/30/2019 0:00
Bhavnagar,Palitana,163,1,5,108,5,16,8,6/30/2019 0:00
Bhavnagar,Ranghola (Umrala),109,1,4,69,0,12,11,6/30/2019 0:00
Bhavnagar,Shihor,123,1,6,47,2,25,18,6/30/2019 0:00
Bhavnagar,Shihor,104,1,10,59,4,8,7,6/30/2019 0:00
Bhavnagar,Talaja,103,1,5,58,4,14,8,6/30/2019 0:00
Bhavnagar,Talaja,129,1,6,88,0,14,5,6/30/2019 0:00
Bhavnagar,Vallabhipur,135,1,10,83,6,13,13,6/30/2019 0:00
Botad,Barwala,133,1,1,94,5,11,13,6/30/2019 0:00
Botad,Botad,96,1,3,57,1,11,8,6/30/2019 0:00
Botad,Botad,86,1,1,68,0,4,3,6/30/2019 0:00
Botad,Botad,116,1,5,70,1,11,15,6/30/2019 0:00
Botad,Gadhada,102,1,8,56,4,14,6,6/30/2019 0:00
Botad,Gadhada,119,1,3,97,2,4,5,6/30/2019 0:00
Botad,Ranpur,102,1,5,63,2,7,8,6/30/2019 0:00
Chhotaudepur,Chhhota Udepur,216,1,1,94,9,13,21,6/30/2019 0:00
Chhotaudepur,Chhhota Udepur,240,1,4,112,3,15,22,6/30/2019 0:00
Chhotaudepur,Chhhota Udepur,71,1,0,39,3,8,7,6/30/2019 0:00
Chhotaudepur,Chhhota Udepur,197,1,1,94,4,10,19,6/30/2019 0:00
Chhotaudepur,Kawant,202,1,3,134,4,11,11,6/30/2019 0:00
Chhotaudepur,Kawant,256,1,2,132,2,20,26,6/30/2019 0:00
Chhotaudepur,Kawant,206,1,1,113,2,13,19,6/30/2019 0:00
Chhotaudepur,Naswadi,219,1,0,156,8,8,20,6/30/2019 0:00
Chhotaudepur,Pavi Jetpur,113,1,1,72,2,5,12,6/30/2019 0:00
Chhotaudepur,Pavi Jetpur,117,1,4,76,2,7,5,6/30/2019 0:00
Chhotaudepur,Pavi Jetpur,154,1,4,89,4,9,11,6/30/2019 0:00
Chhotaudepur,Sankheda,179,1,3,104,2,27,13,6/30/2019 0:00
Chhotaudepur,Sankheda,136,1,4,78,2,12,16,6/30/2019 0:00
Dahod,Dahod,238,1,2,129,8,16,24,6/30/2019 0:00
Dahod,Dahod,284,1,5,171,12,5,25,6/30/2019 0:00
Dahod,Dahod,268,1,5,120,7,20,30,6/30/2019 0:00
Dahod,Dahod,273,1,4,124,14,12,46,6/30/2019 0:00
Dahod,Dahod,193,1,5,103,5,5,19,6/30/2019 0:00
Dahod,Devgadh-Bariya,0,1,0,0,0,0,0,6/30/2019 0:00
Dahod,Devgadh-Bariya,213,1,1,84,5,14,60,6/30/2019 0:00
Dahod,Devgadh-Bariya,159,1,1,69,1,8,42,6/30/2019 0:00
Dahod,Dhanpur,212,1,2,121,2,9,27,6/30/2019 0:00
Dahod,Fatehpura,165,1,3,94,4,8,22,6/30/2019 0:00
Dahod,Fatehpura,219,1,3,118,4,32,21,6/30/2019 0:00
Dahod,Fatehpura,214,1,1,108,4,12,46,6/30/2019 0:00
Dahod,Garbada,247,1,1,150,6,12,26,6/30/2019 0:00
Dahod,Garbada,248,1,2,138,12,7,42,6/30/2019 0:00
Dahod,Jhalod,140,1,0,75,8,4,15,6/30/2019 0:00
Dahod,Jhalod,203,1,0,116,3,17,28,6/30/2019 0:00
Dahod,Jhalod,184,1,1,110,4,16,32,6/30/2019 0:00
Dahod,Jhalod,258,1,2,135,7,24,45,6/30/2019 0:00
Dahod,Jhalod,251,1,4,109,11,11,31,6/30/2019 0:00
Dahod,Jhalod,204,1,1,112,3,14,29,6/30/2019 0:00
Dahod,Jhalod,196,1,5,103,4,8,20,6/30/2019 0:00
Dahod,Limkheda,185,1,4,86,7,10,37,6/30/2019 0:00
Dahod,Limkheda,209,1,2,67,8,16,73,6/30/2019 0:00
Dahod,Limkheda,176,1,5,70,1,18,63,6/30/2019 0:00
Dahod,Sanjeli,202,1,2,64,5,22,73,6/30/2019 0:00
Devbhumi-Dwarka,Bhanvad,121,1,3,69,6,8,8,6/30/2019 0:00
Devbhumi-Dwarka,Kalyanpur,65,1,5,44,2,0,4,6/30/2019 0:00
Devbhumi-Dwarka,Kalyanpur,115,1,4,73,3,7,11,6/30/2019 0:00
Devbhumi-Dwarka,Kalyanpur,168,1,5,100,1,16,16,6/30/2019 0:00
Devbhumi-Dwarka,Khambhalia,170,1,19,67,5,26,20,6/30/2019 0:00
Devbhumi-Dwarka,Okhamandal/Dwarka,0,1,0,0,0,0,0,6/30/2019 0:00
Devbhumi-Dwarka,Okhamandal/Dwarka,157,1,6,45,7,13,25,6/30/2019 0:00
Devbhumi-Dwarka,Okhamandal/Dwarka,180,1,5,81,3,5,14,6/30/2019 0:00
Devbhumi-Dwarka,Okhamandal/Dwarka,143,1,10,77,10,0,9,6/30/2019 0:00
Gandhinagar,Dehgam,101,1,3,22,2,2,3,6/30/2019 0:00
Gandhinagar,Dehgam,147,1,6,26,4,6,8,6/30/2019 0:00
Gandhinagar,Dehgam,97,1,2,18,3,5,3,6/30/2019 0:00
Gandhinagar,Gandhinagar,100,1,8,11,1,6,8,6/30/2019 0:00
Gandhinagar,Gandhinagar,125,1,5,21,5,4,7,6/30/2019 0:00
Gandhinagar,Gandhinagar,121,1,4,12,4,15,11,6/30/2019 0:00
Gandhinagar,Gandhinagar,114,1,4,11,7,6,6,6/30/2019 0:00
Gandhinagar,Gandhinagar,134,1,5,8,4,14,13,6/30/2019 0:00
Gandhinagar,Gandhinagar,64,1,4,6,2,5,4,6/30/2019 0:00
Gandhinagar,Kalol,250,1,8,88,2,30,73,6/30/2019 0:00
Gandhinagar,Mansa,68,1,2,15,2,2,10,6/30/2019 0:00
Gandhinagar,Mansa,98,1,3,9,4,8,4,6/30/2019 0:00
Gir Somnath,Kodinar,172,1,7,101,2,17,21,6/30/2019 0:00
Gir Somnath,Kodinar,166,1,13,76,7,23,23,6/30/2019 0:00
Gir Somnath,Patan-Veraval,178,1,9,99,3,10,16,6/30/2019 0:00
Gir Somnath,Patan-Veraval,159,1,8,84,5,9,24,6/30/2019 0:00
Gir Somnath,Sutrapada,201,1,6,118,3,17,30,6/30/2019 0:00
Gir Somnath,Sutrapada,143,1,10,73,3,3,16,6/30/2019 0:00
Gir Somnath,Talala,193,1,3,143,3,12,22,6/30/2019 0:00
Gir Somnath,Una,153,1,11,91,1,6,21,6/30/2019 0:00
Gir Somnath,Una,151,1,4,78,1,26,29,6/30/2019 0:00
Gir Somnath,Una,142,1,2,82,1,12,27,6/30/2019 0:00
Gir Somnath,Una,195,1,5,125,1,29,21,6/30/2019 0:00
Gir Somnath,Una,84,1,2,52,2,12,10,6/30/2019 0:00
Jamnagar,Dhrol,81,1,5,33,3,13,9,6/30/2019 0:00
Jamnagar,Dhrol,57,1,5,18,0,10,10,6/30/2019 0:00
Jamnagar,Jamjodhpur,134,1,6,80,0,10,12,6/30/2019 0:00
Jamnagar,Jamnagar City,154,1,12,52,5,17,20,6/30/2019 0:00
Jamnagar,Jamnagar City,206,1,19,76,7,17,28,6/30/2019 0:00
Jamnagar,Jamnagar City,81,1,9,14,12,1,26,6/30/2019 0:00
Jamnagar,Jamnagar City,265,1,21,46,19,31,59,6/30/2019 0:00
Jamnagar,Jamnagar City,267,1,32,43,17,26,66,6/30/2019 0:00
Jamnagar,Jamnagar City,121,1,10,50,5,10,17,6/30/2019 0:00
Jamnagar,Jamnagar City,221,1,25,38,17,13,44,6/30/2019 0:00
Jamnagar,Jamnagar City,148,1,11,48,7,18,26,6/30/2019 0:00
Jamnagar,Jodiya,67,1,1,36,3,6,4,6/30/2019 0:00
Jamnagar,Kalavad,126,1,5,73,5,12,15,6/30/2019 0:00
Jamnagar,Lalpur,107,1,5,51,3,6,19,6/30/2019 0:00
Junagadh,Bhesan,242,1,5,98,2,6,105,6/30/2019 0:00
Junagadh,Junagadh City,161,1,6,105,4,11,12,6/30/2019 0:00
Junagadh,Junagadh City,271,1,37,57,17,23,49,6/30/2019 0:00
Junagadh,Junagadh City,291,1,30,68,20,26,61,6/30/2019 0:00
Junagadh,Keshod,339,1,8,198,6,39,67,6/30/2019 0:00
Junagadh,Maliya-Hatina,207,1,3,97,0,27,56,6/30/2019 0:00
Junagadh,Maliya-Hatina,0,1,0,0,0,0,0,6/30/2019 0:00
Junagadh,Manavadar,242,1,6,109,5,15,63,6/30/2019 0:00
Junagadh,Mangrol,247,1,9,84,1,12,111,6/30/2019 0:00
Junagadh,Mangrol,161,1,10,49,7,10,26,6/30/2019 0:00
Junagadh,Mendarda,278,1,13,148,5,23,43,6/30/2019 0:00
Junagadh,Vanthali,200,1,19,98,6,12,32,6/30/2019 0:00
Junagadh,Visavadar,219,1,9,131,5,8,33,6/30/2019 0:00
Kachchh,Abdasa,127,1,3,87,1,6,9,6/30/2019 0:00
Kachchh,Abdasa,170,1,2,64,1,4,79,6/30/2019 0:00
Kachchh,Abdasa,122,1,3,78,2,2,13,6/30/2019 0:00
Kachchh,Abdasa,128,1,1,110,1,3,1,6/30/2019 0:00
Kachchh,Anjar,218,1,3,121,2,19,53,6/30/2019 0:00
Kachchh,Anjar,154,1,2,114,0,1,19,6/30/2019 0:00
Kachchh,Bhachau,169,1,4,103,7,13,24,6/30/2019 0:00
Kachchh,Bhachau,156,1,5,69,3,3,13,6/30/2019 0:00
Kachchh,Bhachau,206,1,1,143,1,5,47,6/30/2019 0:00
Kachchh,Bhuj,152,1,7,71,6,1,15,6/30/2019 0:00
Kachchh,Bhuj,161,1,5,50,5,11,57,6/30/2019 0:00
Kachchh,Bhuj,241,1,8,78,22,34,52,6/30/2019 0:00
Kachchh,Bhuj,160,1,4,73,9,3,19,6/30/2019 0:00
Kachchh,Dayapar (Lakhpat),96,1,5,54,0,1,10,6/30/2019 0:00
Kachchh,Dayapar (Lakhpat),85,1,5,55,1,3,6,6/30/2019 0:00
Kachchh,Gandhidham,267,1,7,98,11,13,115,6/30/2019 0:00
Kachchh,Gandhidham,239,1,3,107,3,21,74,6/30/2019 0:00
Kachchh,Mandvi,75,1,2,28,3,10,9,6/30/2019 0:00
Kachchh,Mundra,196,1,1,103,4,18,44,6/30/2019 0:00
Kachchh,Nakhatrana,122,1,6,68,4,7,22,6/30/2019 0:00
Kachchh,Nakhatrana,197,1,11,112,11,4,32,6/30/2019 0:00
Kachchh,Nakhatrana,100,1,1,47,8,14,22,6/30/2019 0:00
Kachchh,Nakhatrana,108,1,7,65,3,5,15,6/30/2019 0:00
Kachchh,Rapar,192,1,2,147,1,3,28,6/30/2019 0:00
Kachchh,Rapar,151,1,4,105,1,0,9,6/30/2019 0:00
Kachchh,Rapar,189,1,0,128,4,4,39,6/30/2019 0:00
Kheda,Kapadvanj,142,1,1,72,4,26,20,6/30/2019 0:00
Kheda,Kapadvanj,102,1,0,71,1,5,7,6/30/2019 0:00
Kheda,Kapadvanj,115,1,8,64,7,5,2,6/30/2019 0:00
Kheda,Kathlal,100,1,5,29,4,10,26,6/30/2019 0:00
Kheda,Kathlal,119,1,1,69,2,15,15,6/30/2019 0:00
Kheda,Kheda,162,1,3,76,4,23,14,6/30/2019 0:00
Kheda,Limbasi (Matar),122,1,7,60,3,16,15,6/30/2019 0:00
Kheda,Mahemdavad,141,1,9,53,8,15,25,6/30/2019 0:00
Kheda,Mahemdavad,170,1,7,66,4,35,25,6/30/2019 0:00
Kheda,Mahudha,133,1,6,49,6,23,15,6/30/2019 0:00
Kheda,Nadiad,189,1,10,45,20,36,33,6/30/2019 0:00
Kheda,Nadiad,203,1,14,76,10,37,28,6/30/2019 0:00
Kheda,Thasara,165,1,1,83,6,29,20,6/30/2019 0:00
Kheda,Thasara,171,1,2,97,5,5,26,6/30/2019 0:00
Mahesana,Becharaji,137,1,0,28,0,9,26,6/30/2019 0:00
Mahesana,Jotana,163,1,6,11,2,3,45,6/30/2019 0:00
Mahesana,Kadi,123,1,4,25,2,8,14,6/30/2019 0:00
Mahesana,Kadi,131,1,5,23,0,6,25,6/30/2019 0:00
Mahesana,Kheralu,121,1,3,15,1,2,24,6/30/2019 0:00
Mahesana,Mehsana,147,1,3,11,2,17,15,6/30/2019 0:00
Mahesana,Mehsana,138,1,9,32,0,6,9,6/30/2019 0:00
Mahesana,Mehsana,146,1,0,7,3,15,28,6/30/2019 0:00
Mahesana,Satlasana,387,1,11,170,14,20,62,6/30/2019 0:00
Mahesana,Unjha,184,1,4,28,1,9,28,6/30/2019 0:00
Mahesana,Vadnagar,195,1,3,14,1,6,60,6/30/2019 0:00
Mahesana,Vadnagar,125,1,5,33,0,1,13,6/30/2019 0:00
Mahesana,Vijapur,167,1,3,16,2,2,35,6/30/2019 0:00
Mahesana,Vijapur,154,1,2,25,3,4,18,6/30/2019 0:00
Mahesana,Visnagar,233,1,0,22,2,4,71,6/30/2019 0:00
Mahisagar,Balasinor,147,1,4,44,1,7,2,6/30/2019 0:00
Mahisagar,Balasinor,99,1,3,22,0,5,4,6/30/2019 0:00
Mahisagar,Kadana,87,1,1,23,0,0,1,6/30/2019 0:00
Mahisagar,Kadana,58,1,0,14,0,2,2,6/30/2019 0:00
Mahisagar,Khanpur (Vadagam),97,1,3,27,1,1,3,6/30/2019 0:00
Mahisagar,Lunavada,99,1,1,29,4,0,4,6/30/2019 0:00
Mahisagar,Lunavada,117,1,2,26,2,7,6,6/30/2019 0:00
Mahisagar,Lunavada,109,1,2,30,3,2,4,6/30/2019 0:00
Mahisagar,Santrampur,145,1,0,34,3,5,8,6/30/2019 0:00
Mahisagar,Santrampur,120,1,2,25,1,6,7,6/30/2019 0:00
Mahisagar,Santrampur,149,1,3,33,3,5,6,6/30/2019 0:00
Mahisagar,Virpur,106,1,2,28,2,4,3,6/30/2019 0:00
Morbi,Halvad,117,1,3,72,0,20,12,6/30/2019 0:00
Morbi,Maliya,147,1,6,74,3,19,23,6/30/2019 0:00
Morbi,Morvi,86,1,1,40,0,4,8,6/30/2019 0:00
Morbi,Morvi,73,1,4,41,3,4,10,6/30/2019 0:00
Morbi,Morvi,190,1,6,79,4,34,26,6/30/2019 0:00
Morbi,Morvi,170,1,12,53,7,27,21,6/30/2019 0:00
Morbi,Tankara,76,1,0,29,7,13,11,6/30/2019 0:00
Morbi,Wankaner,159,1,7,79,12,23,14,6/30/2019 0:00
Narmada,Dediapada,143,1,1,79,2,14,11,6/30/2019 0:00
Narmada,Dediapada,195,1,4,96,3,17,16,6/30/2019 0:00
Narmada,Dediapada,148,1,1,99,0,13,8,6/30/2019 0:00
Narmada,Dediapada,193,1,5,98,4,13,30,6/30/2019 0:00
Narmada,Garudeshwar,240,1,2,78,15,12,46,6/30/2019 0:00
Narmada,Rajpipla (Nandod),260,1,10,62,9,11,49,6/30/2019 0:00
Narmada,Rajpipla (Nandod),170,1,7,57,5,15,26,6/30/2019 0:00
Narmada,Rajpipla (Nandod),147,1,2,59,1,25,18,6/30/2019 0:00
Narmada,Rajpipla (Nandod),212,1,6,62,7,20,36,6/30/2019 0:00
Narmada,Sagbara,140,1,2,94,4,11,9,6/30/2019 0:00
Narmada,Tilakwada,206,1,5,111,7,7,35,6/30/2019 0:00
Navsari,Chikhli,206,1,7,63,13,26,33,6/30/2019 0:00
Navsari,Chikhli,167,1,5,58,16,19,22,6/30/2019 0:00
Navsari,Gandevi,114,1,8,14,13,15,29,6/30/2019 0:00
Navsari,Gandevi,135,1,7,29,10,16,20,6/30/2019 0:00
Navsari,Jalalpore,161,1,7,19,9,21,37,6/30/2019 0:00
Navsari,Jalalpore,128,1,5,35,3,14,19,6/30/2019 0:00
Navsari,Khergam,163,1,12,25,23,21,20,6/30/2019 0:00
