District_Eng,No_Of_Victims_Shifted,Cardiac,Pregnancy,Respiratory,Trauma,Others,AsOnDt
Anand,138,3,76,11,14,14,12/31/2018 0:00
Bharuch,229,11,70,15,42,50,12/31/2018 0:00
Bharuch,306,9,72,2,7,180,12/31/2018 0:00
Devbhumi-Dwarka,116,7,52,3,10,8,12/31/2018 0:00
Kachchh,88,3,55,5,2,12,12/31/2018 0:00
Morbi,128,6,78,4,15,9,12/31/2018 0:00
Amreli,176,11,125,3,7,12,12/31/2018 0:00
Chhotaudepur,151,1,92,3,4,12,12/31/2018 0:00
Chhotaudepur,195,7,104,6,28,23,12/31/2018 0:00
Jamnagar,132,10,65,9,17,8,12/31/2018 0:00
Kachchh,77,5,24,6,4,26,12/31/2018 0:00
Kachchh,96,5,45,2,3,8,12/31/2018 0:00
Kachchh,175,2,60,5,23,62,12/31/2018 0:00
Rajkot,256,28,18,14,24,81,12/31/2018 0:00
Rajkot,285,21,46,28,34,69,12/31/2018 0:00
Surat,277,11,49,30,32,51,12/31/2018 0:00
Valsad,198,5,63,7,9,22,12/31/2018 0:00
Valsad,188,6,79,5,19,19,12/31/2018 0:00
Valsad,107,1,47,5,8,6,12/31/2018 0:00
Ahmedabad,127,13,70,6,8,17,12/31/2018 0:00
Bhavnagar,187,9,73,19,28,24,12/31/2018 0:00
Chhotaudepur,109,4,61,4,13,12,12/31/2018 0:00
Kachchh,101,1,80,0,5,7,12/31/2018 0:00
Kheda,107,3,39,5,23,14,12/31/2018 0:00
Mahisagar,139,2,64,8,7,13,12/31/2018 0:00
Panchmahals,148,4,61,3,31,28,12/31/2018 0:00
Panchmahals,224,5,69,8,43,39,12/31/2018 0:00
Surat,233,10,54,23,27,47,12/31/2018 0:00
Vadodara,176,5,112,2,28,10,12/31/2018 0:00
Ahmedabad,312,31,33,25,45,73,12/31/2018 0:00
Banaskantha,116,1,21,1,13,66,12/31/2018 0:00
Banaskantha,147,5,62,3,15,41,12/31/2018 0:00
Bharuch,92,3,39,5,25,7,12/31/2018 0:00
Jamnagar,171,21,79,7,14,16,12/31/2018 0:00
Mahesana,145,2,89,3,10,21,12/31/2018 0:00
Mahesana,198,12,27,11,32,93,12/31/2018 0:00
Patan,84,1,53,0,13,8,12/31/2018 0:00
Rajkot,175,7,84,8,19,21,12/31/2018 0:00
Vadodara,225,14,37,26,30,58,12/31/2018 0:00
Valsad,168,8,19,10,63,23,12/31/2018 0:00
Amreli,147,10,93,4,12,14,12/31/2018 0:00
Aravalli,154,8,50,12,29,18,12/31/2018 0:00
Botad,126,5,92,6,6,9,12/31/2018 0:00
Kachchh,248,11,101,8,15,80,12/31/2018 0:00
Mahesana,106,21,35,7,15,15,12/31/2018 0:00
Mahesana,119,10,23,6,29,36,12/31/2018 0:00
Mahesana,159,8,48,5,31,50,12/31/2018 0:00
Panchmahals,0,0,0,0,0,0,12/31/2018 0:00
Rajkot,243,23,56,13,35,42,12/31/2018 0:00
Sabarkantha,81,3,31,7,9,17,12/31/2018 0:00
Tapi,99,5,16,2,20,16,12/31/2018 0:00
Ahmedabad,95,6,7,10,27,13,12/31/2018 0:00
Amreli,131,1,102,2,4,10,12/31/2018 0:00
Bharuch,107,7,55,8,10,14,12/31/2018 0:00
Dahod,182,5,85,2,18,48,12/31/2018 0:00
Gandhinagar,157,13,24,12,37,32,12/31/2018 0:00
Panchmahals,222,9,126,2,29,20,12/31/2018 0:00
Vadodara,83,4,24,4,10,15,12/31/2018 0:00
Ahmedabad,253,23,16,31,20,59,12/31/2018 0:00
Ahmedabad,201,18,15,25,29,39,12/31/2018 0:00
Aravalli,127,5,67,5,9,14,12/31/2018 0:00
Bhavnagar,99,5,48,2,15,16,12/31/2018 0:00
Devbhumi-Dwarka,126,7,74,4,11,10,12/31/2018 0:00
Kachchh,103,6,52,5,8,19,12/31/2018 0:00
Mahisagar,162,6,74,9,28,16,12/31/2018 0:00
Panchmahals,136,2,73,5,20,13,12/31/2018 0:00
Ahmedabad,265,30,35,24,54,46,12/31/2018 0:00
Amreli,193,7,112,8,25,19,12/31/2018 0:00
Chhotaudepur,87,3,32,6,13,15,12/31/2018 0:00
Junagadh,256,15,149,8,24,37,12/31/2018 0:00
Kachchh,95,5,56,2,6,5,12/31/2018 0:00
Sabarkantha,134,1,103,4,8,7,12/31/2018 0:00
Tapi,130,3,66,1,9,14,12/31/2018 0:00
The Dangs,179,7,63,5,31,19,12/31/2018 0:00
Ahmedabad,267,23,25,29,31,63,12/31/2018 0:00
Ahmedabad,123,9,56,3,34,8,12/31/2018 0:00
Ahmedabad,165,11,29,17,24,25,12/31/2018 0:00
Banaskantha,58,0,34,3,1,3,12/31/2018 0:00
Banaskantha,131,6,35,10,7,51,12/31/2018 0:00
Devbhumi-Dwarka,202,12,87,10,19,20,12/31/2018 0:00
Kachchh,123,2,83,2,17,9,12/31/2018 0:00
Porbandar,206,13,51,14,20,57,12/31/2018 0:00
Tapi,232,13,54,9,28,27,12/31/2018 0:00
Anand,157,11,17,4,55,30,12/31/2018 0:00
Banaskantha,90,2,22,5,8,40,12/31/2018 0:00
Chhotaudepur,171,1,121,1,21,4,12/31/2018 0:00
Chhotaudepur,141,4,79,3,11,14,12/31/2018 0:00
Gir Somnath,201,5,110,5,25,32,12/31/2018 0:00
Junagadh,261,14,137,6,23,43,12/31/2018 0:00
Kachchh,98,0,57,3,3,9,12/31/2018 0:00
Morbi,126,2,67,1,16,20,12/31/2018 0:00
Navsari,195,7,54,25,24,19,12/31/2018 0:00
Panchmahals,189,4,78,5,33,29,12/31/2018 0:00
Surat,175,1,70,3,41,19,12/31/2018 0:00
Ahmedabad,162,12,41,10,31,17,12/31/2018 0:00
Amreli,151,10,73,4,8,21,12/31/2018 0:00
Amreli,117,3,85,4,14,3,12/31/2018 0:00
Banaskantha,170,1,63,9,6,83,12/31/2018 0:00
Bharuch,220,6,92,4,47,28,12/31/2018 0:00
Chhotaudepur,120,3,69,6,4,7,12/31/2018 0:00
Dahod,0,0,0,0,0,0,12/31/2018 0:00
Kachchh,89,6,41,6,11,8,12/31/2018 0:00
Kachchh,233,6,65,7,20,109,12/31/2018 0:00
Mahesana,301,12,37,8,88,121,12/31/2018 0:00
Morbi,144,5,94,6,23,6,12/31/2018 0:00
Vadodara,270,17,38,27,33,77,12/31/2018 0:00
Anand,129,7,61,6,20,13,12/31/2018 0:00
Bharuch,159,5,69,4,37,18,12/31/2018 0:00
Bharuch,175,5,70,4,38,25,12/31/2018 0:00
Bhavnagar,188,25,46,20,31,30,12/31/2018 0:00
Bhavnagar,122,8,74,2,12,12,12/31/2018 0:00
Gir Somnath,169,6,75,6,22,31,12/31/2018 0:00
Jamnagar,166,8,65,9,18,17,12/31/2018 0:00
Jamnagar,327,39,58,36,31,72,12/31/2018 0:00
Narmada,192,4,93,10,18,20,12/31/2018 0:00
Patan,109,1,72,4,6,18,12/31/2018 0:00
Rajkot,106,6,58,2,6,16,12/31/2018 0:00
Rajkot,178,6,105,5,28,9,12/31/2018 0:00
Sabarkantha,145,6,84,3,16,14,12/31/2018 0:00
Surendranagar,114,5,63,9,6,13,12/31/2018 0:00
Vadodara,200,17,78,18,17,21,12/31/2018 0:00
Valsad,244,12,18,16,56,53,12/31/2018 0:00
Amreli,131,6,83,2,8,10,12/31/2018 0:00
Banaskantha,173,4,117,4,11,10,12/31/2018 0:00
Botad,90,2,67,5,5,6,12/31/2018 0:00
Dahod,261,5,102,24,22,37,12/31/2018 0:00
Dahod,168,3,102,11,3,12,12/31/2018 0:00
Junagadh,193,8,113,14,13,12,12/31/2018 0:00
Junagadh,417,15,156,5,45,161,12/31/2018 0:00
Rajkot,229,18,57,13,34,49,12/31/2018 0:00
Surat,185,11,17,19,41,49,12/31/2018 0:00
Surat,252,8,42,18,21,51,12/31/2018 0:00
Surendranagar,103,4,71,3,7,7,12/31/2018 0:00
Valsad,136,1,73,2,5,8,12/31/2018 0:00
Aravalli,157,4,92,8,18,11,12/31/2018 0:00
Bhavnagar,227,22,4,35,31,58,12/31/2018 0:00
Botad,107,4,59,2,12,17,12/31/2018 0:00
Botad,145,5,101,1,16,11,12/31/2018 0:00
Dahod,196,1,101,13,15,24,12/31/2018 0:00
Dahod,134,2,69,0,13,35,12/31/2018 0:00
Gir Somnath,107,1,59,2,23,9,12/31/2018 0:00
Kachchh,263,16,83,24,33,50,12/31/2018 0:00
Navsari,190,7,58,17,24,25,12/31/2018 0:00
Navsari,157,6,60,9,9,16,12/31/2018 0:00
Surat,204,10,55,7,19,20,12/31/2018 0:00
Ahmedabad,248,23,8,32,43,62,12/31/2018 0:00
Ahmedabad,171,3,107,5,27,14,12/31/2018 0:00
Anand,147,7,80,11,5,19,12/31/2018 0:00
Aravalli,121,3,37,7,26,24,12/31/2018 0:00
Banaskantha,94,3,54,3,12,13,12/31/2018 0:00
Banaskantha,130,2,79,6,12,20,12/31/2018 0:00
Bhavnagar,186,11,119,8,14,19,12/31/2018 0:00
Dahod,205,3,128,7,15,19,12/31/2018 0:00
Dahod,256,6,87,9,24,96,12/31/2018 0:00
Junagadh,204,12,109,11,19,16,12/31/2018 0:00
Narmada,162,4,66,8,14,21,12/31/2018 0:00
Patan,142,4,41,8,15,57,12/31/2018 0:00
Surat,163,8,79,4,27,13,12/31/2018 0:00
Surat,103,6,2,10,12,39,12/31/2018 0:00
Valsad,180,7,91,8,19,15,12/31/2018 0:00
Valsad,123,5,25,18,20,15,12/31/2018 0:00
Ahmedabad,279,19,6,34,42,67,12/31/2018 0:00
Ahmedabad,165,3,81,6,40,22,12/31/2018 0:00
Anand,139,7,60,9,12,20,12/31/2018 0:00
Chhotaudepur,154,1,92,1,17,10,12/31/2018 0:00
Mahisagar,121,5,70,3,6,13,12/31/2018 0:00
Porbandar,100,9,38,3,15,16,12/31/2018 0:00
Surat,238,18,31,17,67,41,12/31/2018 0:00
Vadodara,222,11,95,14,23,36,12/31/2018 0:00
Vadodara,215,12,25,21,30,45,12/31/2018 0:00
Valsad,120,5,21,9,25,24,12/31/2018 0:00
Dahod,126,3,70,4,12,9,12/31/2018 0:00
Kachchh,239,2,103,4,36,67,12/31/2018 0:00
Narmada,161,6,116,0,13,14,12/31/2018 0:00
Navsari,166,7,54,9,32,18,12/31/2018 0:00
Panchmahals,107,1,51,0,17,19,12/31/2018 0:00
Rajkot,97,3,60,2,5,12,12/31/2018 0:00
Surat,208,6,86,4,49,21,12/31/2018 0:00
Surendranagar,61,4,24,1,15,5,12/31/2018 0:00
Tapi,218,8,58,8,18,29,12/31/2018 0:00
Tapi,201,3,66,9,24,25,12/31/2018 0:00
Vadodara,189,15,45,19,27,32,12/31/2018 0:00
Ahmedabad,292,35,11,49,32,79,12/31/2018 0:00
Bhavnagar,206,26,17,25,24,48,12/31/2018 0:00
Dahod,183,3,114,4,14,16,12/31/2018 0:00
Kachchh,85,6,28,3,12,9,12/31/2018 0:00
Kheda,154,4,107,1,15,12,12/31/2018 0:00
Mahisagar,130,6,64,6,17,12,12/31/2018 0:00
Mahisagar,133,6,92,3,11,8,12/31/2018 0:00
Narmada,234,12,69,24,27,25,12/31/2018 0:00
Panchmahals,157,0,82,5,19,15,12/31/2018 0:00
Porbandar,159,18,42,11,14,31,12/31/2018 0:00
Porbandar,127,17,48,1,12,18,12/31/2018 0:00
Rajkot,158,15,56,8,24,19,12/31/2018 0:00
Rajkot,124,13,9,11,14,40,12/31/2018 0:00
Surat,256,10,9,23,37,62,12/31/2018 0:00
The Dangs,97,1,42,2,8,11,12/31/2018 0:00
Vadodara,135,7,72,4,15,15,12/31/2018 0:00
Vadodara,152,20,17,18,22,27,12/31/2018 0:00
Valsad,145,3,31,2,56,17,12/31/2018 0:00
Ahmedabad,279,23,42,37,22,59,12/31/2018 0:00
Ahmedabad,289,29,20,51,28,63,12/31/2018 0:00
Amreli,200,17,72,11,21,31,12/31/2018 0:00
Anand,98,3,43,2,18,10,12/31/2018 0:00
Banaskantha,111,1,39,9,15,27,12/31/2018 0:00
Banaskantha,140,9,29,17,27,27,12/31/2018 0:00
Bhavnagar,132,12,82,7,5,6,12/31/2018 0:00
Botad,115,5,70,5,14,7,12/31/2018 0:00
Dahod,207,4,109,3,21,42,12/31/2018 0:00
Gandhinagar,140,17,55,10,21,17,12/31/2018 0:00
Jamnagar,174,9,107,7,8,11,12/31/2018 0:00
Mahisagar,170,4,77,4,21,15,12/31/2018 0:00
Rajkot,148,3,113,1,5,11,12/31/2018 0:00
Surendranagar,149,2,103,5,13,12,12/31/2018 0:00
Ahmedabad,313,24,21,49,37,48,12/31/2018 0:00
Bhavnagar,148,13,44,10,32,17,12/31/2018 0:00
Dahod,273,3,202,10,4,12,12/31/2018 0:00
Devbhumi-Dwarka,180,13,80,15,22,16,12/31/2018 0:00
Gir Somnath,107,4,50,6,11,16,12/31/2018 0:00
Junagadh,297,31,43,25,51,60,12/31/2018 0:00
Junagadh,196,14,74,14,23,23,12/31/2018 0:00
Patan,173,5,41,19,28,41,12/31/2018 0:00
Porbandar,168,18,78,6,11,18,12/31/2018 0:00
Surat,236,8,88,7,18,22,12/31/2018 0:00
Ahmedabad,290,30,33,26,38,62,12/31/2018 0:00
Ahmedabad,325,39,28,52,26,42,12/31/2018 0:00
Amreli,121,3,98,3,4,5,12/31/2018 0:00
Amreli,161,5,108,3,21,9,12/31/2018 0:00
Aravalli,132,5,66,6,23,9,12/31/2018 0:00
Gir Somnath,79,2,50,4,8,9,12/31/2018 0:00
Kheda,100,2,65,2,9,7,12/31/2018 0:00
Panchmahals,177,2,75,10,12,33,12/31/2018 0:00
Patan,121,2,76,8,10,10,12/31/2018 0:00
Rajkot,121,7,60,5,19,11,12/31/2018 0:00
Surat,280,15,43,26,53,67,12/31/2018 0:00
Ahmedabad,247,16,40,19,25,40,12/31/2018 0:00
Anand,65,1,27,5,4,14,12/31/2018 0:00
Junagadh,96,7,39,4,7,14,12/31/2018 0:00
Junagadh,205,9,136,8,10,17,12/31/2018 0:00
Kheda,135,7,84,3,11,18,12/31/2018 0:00
Kheda,111,4,40,5,22,18,12/31/2018 0:00
Mahesana,181,5,59,9,21,73,12/31/2018 0:00
Mahesana,225,4,45,7,29,123,12/31/2018 0:00
Morbi,113,6,55,4,17,8,12/31/2018 0:00
Morbi,102,4,49,7,15,2,12/31/2018 0:00
Navsari,180,9,24,23,16,37,12/31/2018 0:00
Patan,151,4,34,9,32,53,12/31/2018 0:00
Rajkot,222,25,26,31,26,59,12/31/2018 0:00
Surendranagar,89,4,63,1,6,4,12/31/2018 0:00
Surendranagar,88,5,56,1,7,7,12/31/2018 0:00
The Dangs,138,7,50,4,20,14,12/31/2018 0:00
Valsad,164,8,58,6,11,14,12/31/2018 0:00
Valsad,190,7,63,4,11,18,12/31/2018 0:00
Ahmedabad,284,32,31,27,33,46,12/31/2018 0:00
Aravalli,154,5,74,5,22,18,12/31/2018 0:00
Gir Somnath,169,9,111,8,18,9,12/31/2018 0:00
Jamnagar,141,6,77,4,13,9,12/31/2018 0:00
Kachchh,137,7,87,4,6,8,12/31/2018 0:00
Mahesana,99,2,37,7,20,17,12/31/2018 0:00
Porbandar,114,5,59,2,9,12,12/31/2018 0:00
Rajkot,141,7,62,6,15,17,12/31/2018 0:00
Surendranagar,93,3,58,2,17,5,12/31/2018 0:00
Surendranagar,109,3,57,1,24,3,12/31/2018 0:00
Tapi,222,18,68,10,18,28,12/31/2018 0:00
Vadodara,133,3,81,4,14,10,12/31/2018 0:00
Ahmedabad,222,27,17,15,18,37,12/31/2018 0:00
Ahmedabad,96,5,60,1,17,3,12/31/2018 0:00
Bhavnagar,246,23,36,27,24,56,12/31/2018 0:00
Gir Somnath,124,13,60,9,8,17,12/31/2018 0:00
Kachchh,142,9,80,7,5,3,12/31/2018 0:00
Kachchh,185,3,91,0,11,66,12/31/2018 0:00
Panchmahals,159,11,26,10,46,23,12/31/2018 0:00
Sabarkantha,125,11,58,3,23,11,12/31/2018 0:00
Surendranagar,136,6,48,5,46,13,12/31/2018 0:00
Surendranagar,161,11,41,5,30,31,12/31/2018 0:00
Tapi,224,14,53,11,33,21,12/31/2018 0:00
Vadodara,161,12,26,12,35,30,12/31/2018 0:00
Valsad,284,11,73,16,41,36,12/31/2018 0:00
Ahmedabad,303,30,33,39,24,48,12/31/2018 0:00
Ahmedabad,132,4,75,5,19,18,12/31/2018 0:00
Anand,139,2,55,4,24,29,12/31/2018 0:00
Anand,95,4,62,3,8,3,12/31/2018 0:00
Dahod,191,0,129,2,10,11,12/31/2018 0:00
Gandhinagar,210,15,20,16,66,35,12/31/2018 0:00
Mahesana,143,5,45,8,34,28,12/31/2018 0:00
Mahesana,121,4,70,2,17,15,12/31/2018 0:00
Mahisagar,187,5,103,6,28,24,12/31/2018 0:00
Narmada,156,1,97,1,18,13,12/31/2018 0:00
Navsari,147,6,21,16,19,23,12/31/2018 0:00
Panchmahals,217,10,88,11,38,45,12/31/2018 0:00
Patan,104,3,34,4,4,42,12/31/2018 0:00
Surat,232,8,89,14,43,24,12/31/2018 0:00
Surat,267,10,35,24,32,51,12/31/2018 0:00
Ahmedabad,354,23,48,41,18,75,12/31/2018 0:00
Ahmedabad,291,21,44,29,42,49,12/31/2018 0:00
Ahmedabad,278,16,36,20,21,52,12/31/2018 0:00
Chhotaudepur,190,6,73,8,13,20,12/31/2018 0:00
Chhotaudepur,97,2,46,7,12,12,12/31/2018 0:00
Chhotaudepur,154,3,69,7,21,21,12/31/2018 0:00
Gandhinagar,87,4,26,4,14,16,12/31/2018 0:00
Gir Somnath,152,5,99,8,14,13,12/31/2018 0:00
Kheda,163,7,80,7,22,19,12/31/2018 0:00
Mahesana,194,6,64,7,29,73,12/31/2018 0:00
Surendranagar,157,7,84,11,25,13,12/31/2018 0:00
Valsad,171,3,59,5,15,19,12/31/2018 0:00
Valsad,143,7,40,10,49,13,12/31/2018 0:00
Ahmedabad,273,28,28,28,12,48,12/31/2018 0:00
Ahmedabad,334,17,10,59,53,89,12/31/2018 0:00
Anand,213,5,20,26,86,28,12/31/2018 0:00
Bhavnagar,115,6,63,6,7,10,12/31/2018 0:00
Devbhumi-Dwarka,4,0,4,0,0,0,12/31/2018 0:00
Kachchh,155,3,83,9,2,5,12/31/2018 0:00
Narmada,149,2,85,2,16,13,12/31/2018 0:00
Rajkot,201,14,42,11,36,47,12/31/2018 0:00
Sabarkantha,138,8,54,3,31,12,12/31/2018 0:00
Surat,136,2,101,8,2,6,12/31/2018 0:00
Tapi,162,10,31,5,12,28,12/31/2018 0:00
The Dangs,98,3,54,4,10,8,12/31/2018 0:00
Ahmedabad,148,4,69,2,37,24,12/31/2018 0:00
Banaskantha,105,6,62,3,10,7,12/31/2018 0:00
Bhavnagar,159,11,91,2,27,9,12/31/2018 0:00
Dahod,174,1,122,7,6,21,12/31/2018 0:00
Dahod,127,1,90,4,10,7,12/31/2018 0:00
Jamnagar,301,26,64,33,34,54,12/31/2018 0:00
Navsari,96,6,32,7,14,14,12/31/2018 0:00
Patan,97,1,75,2,6,6,12/31/2018 0:00
Surat,118,4,47,1,12,17,12/31/2018 0:00
Surat,278,14,70,16,29,45,12/31/2018 0:00
Surat,169,6,35,5,17,25,12/31/2018 0:00
Vadodara,182,8,89,9,33,13,12/31/2018 0:00
Vadodara,113,0,48,5,14,17,12/31/2018 0:00
Ahmedabad,286,33,23,25,25,52,12/31/2018 0:00
Ahmedabad,231,21,35,23,34,31,12/31/2018 0:00
Ahmedabad,95,5,58,6,9,5,12/31/2018 0:00
Anand,132,11,58,6,28,6,12/31/2018 0:00
Chhotaudepur,186,1,106,5,11,16,12/31/2018 0:00
Junagadh,284,28,39,23,31,56,12/31/2018 0:00
Kachchh,92,3,32,7,1,8,12/31/2018 0:00
Mahisagar,154,12,90,4,10,14,12/31/2018 0:00
Narmada,161,1,90,0,15,9,12/31/2018 0:00
Porbandar,1,0,0,0,0,1,12/31/2018 0:00
Rajkot,118,16,50,1,11,13,12/31/2018 0:00
Rajkot,280,17,45,18,35,88,12/31/2018 0:00
Rajkot,352,37,29,40,44,102,12/31/2018 0:00
Surat,83,2,19,2,19,12,12/31/2018 0:00
Vadodara,174,8,52,9,42,24,12/31/2018 0:00
Ahmedabad,232,34,19,19,31,49,12/31/2018 0:00
Bharuch,269,8,105,7,29,66,12/31/2018 0:00
Bhavnagar,127,8,67,6,10,9,12/31/2018 0:00
Chhotaudepur,205,1,109,8,17,9,12/31/2018 0:00
Dahod,135,5,79,8,8,14,12/31/2018 0:00
Gandhinagar,201,4,87,2,33,26,12/31/2018 0:00
Gandhinagar,140,13,38,11,34,14,12/31/2018 0:00
Mahisagar,62,2,35,2,7,3,12/31/2018 0:00
Panchmahals,204,1,105,14,30,25,12/31/2018 0:00
Panchmahals,162,4,98,4,24,14,12/31/2018 0:00
Surat,86,2,41,4,13,7,12/31/2018 0:00
Surendranagar,31,0,14,2,2,7,12/31/2018 0:00
Vadodara,221,6,43,32,32,50,12/31/2018 0:00
Ahmedabad,252,28,9,24,54,53,12/31/2018 0:00
Ahmedabad,342,13,67,21,37,47,12/31/2018 0:00
Ahmedabad,161,4,63,11,33,24,12/31/2018 0:00
Amreli,145,8,96,1,11,18,12/31/2018 0:00
Dahod,147,2,66,8,15,11,12/31/2018 0:00
Gandhinagar,150,8,92,5,7,14,12/31/2018 0:00
Gir Somnath,158,7,85,4,13,19,12/31/2018 0:00
Kachchh,130,2,92,1,13,9,12/31/2018 0:00
Mahesana,180,11,23,17,43,46,12/31/2018 0:00
Mahisagar,98,0,74,2,1,9,12/31/2018 0:00
Navsari,122,6,27,7,24,20,12/31/2018 0:00
Rajkot,151,6,97,2,14,6,12/31/2018 0:00
The Dangs,128,4,55,2,16,12,12/31/2018 0:00
Ahmedabad,220,15,21,28,17,37,12/31/2018 0:00
Ahmedabad,239,17,7,28,47,62,12/31/2018 0:00
Ahmedabad,309,29,20,48,29,65,12/31/2018 0:00
Ahmedabad,264,21,15,25,30,67,12/31/2018 0:00
Ahmedabad,94,4,45,1,11,13,12/31/2018 0:00
Amreli,119,4,81,1,8,11,12/31/2018 0:00
Anand,171,7,60,16,33,27,12/31/2018 0:00
Banaskantha,205,8,133,6,19,18,12/31/2018 0:00
Banaskantha,148,2,108,1,4,18,12/31/2018 0:00
Banaskantha,130,3,74,3,8,32,12/31/2018 0:00
Bharuch,108,1,51,3,9,22,12/31/2018 0:00
Bhavnagar,206,27,17,23,6,56,12/31/2018 0:00
Devbhumi-Dwarka,139,11,68,6,11,9,12/31/2018 0:00
Gandhinagar,111,4,9,7,35,16,12/31/2018 0:00
Junagadh,0,0,0,0,0,0,12/31/2018 0:00
Mahisagar,126,4,68,9,5,13,12/31/2018 0:00
Navsari,145,8,39,5,11,20,12/31/2018 0:00
Rajkot,133,8,49,7,32,19,12/31/2018 0:00
Surat,224,9,74,10,48,31,12/31/2018 0:00
Surat,268,10,20,25,45,62,12/31/2018 0:00
Vadodara,150,7,67,7,34,14,12/31/2018 0:00
Vadodara,119,4,66,5,3,14,12/31/2018 0:00
Vadodara,158,4,63,15,36,14,12/31/2018 0:00
Valsad,96,1,37,6,25,11,12/31/2018 0:00
Amreli,152,8,107,2,12,8,12/31/2018 0:00
Aravalli,146,5,73,9,12,20,12/31/2018 0:00
Bhavnagar,124,6,72,5,13,8,12/31/2018 0:00
Dahod,222,2,121,14,8,30,12/31/2018 0:00
Dahod,189,1,130,6,9,12,12/31/2018 0:00
Gir Somnath,110,6,46,5,15,17,12/31/2018 0:00
Jamnagar,101,6,48,6,15,10,12/31/2018 0:00
Kheda,140,5,102,5,13,5,12/31/2018 0:00
Mahesana,90,2,22,1,20,26,12/31/2018 0:00
Navsari,213,24,31,15,22,51,12/31/2018 0:00
Navsari,164,6,57,15,25,17,12/31/2018 0:00
Panchmahals,168,2,102,8,14,16,12/31/2018 0:00
Tapi,133,6,37,3,6,23,12/31/2018 0:00
The Dangs,130,4,55,6,17,14,12/31/2018 0:00
Vadodara,168,1,92,9,33,9,12/31/2018 0:00
Ahmedabad,240,15,34,18,46,41,12/31/2018 0:00
Ahmedabad,270,26,12,33,33,73,12/31/2018 0:00
Ahmedabad,266,30,35,32,43,46,12/31/2018 0:00
Anand,160,7,58,15,18,19,12/31/2018 0:00
Aravalli,120,3,51,7,14,13,12/31/2018 0:00
Bharuch,114,3,58,2,22,13,12/31/2018 0:00
Bharuch,179,5,108,7,12,24,12/31/2018 0:00
Bhavnagar,246,24,32,36,22,62,12/31/2018 0:00
Bhavnagar,147,4,102,1,4,10,12/31/2018 0:00
Devbhumi-Dwarka,64,4,31,1,3,5,12/31/2018 0:00
Gir Somnath,140,9,75,5,13,20,12/31/2018 0:00
Junagadh,187,11,100,11,19,16,12/31/2018 0:00
Kheda,109,7,46,7,19,13,12/31/2018 0:00
Kheda,185,12,40,13,49,32,12/31/2018 0:00
Kheda,152,3,94,6,12,20,12/31/2018 0:00
Rajkot,222,7,88,7,53,21,12/31/2018 0:00
Surat,110,9,70,1,5,7,12/31/2018 0:00
Surat,209,7,10,11,33,58,12/31/2018 0:00
Surat,250,10,48,12,53,54,12/31/2018 0:00
Surat,122,5,11,8,29,26,12/31/2018 0:00
Ahmedabad,321,32,27,36,25,77,12/31/2018 0:00
Ahmedabad,231,17,19,27,19,48,12/31/2018 0:00
Devbhumi-Dwarka,161,5,90,7,9,8,12/31/2018 0:00
Gir Somnath,234,3,167,3,28,11,12/31/2018 0:00
Jamnagar,114,5,58,2,10,11,12/31/2018 0:00
Kachchh,156,2,97,5,2,30,12/31/2018 0:00
Narmada,138,3,92,0,9,6,12/31/2018 0:00
Navsari,147,10,37,15,25,23,12/31/2018 0:00
Surat,173,10,114,6,12,12,12/31/2018 0:00
Tapi,150,3,51,3,18,11,12/31/2018 0:00
Ahmedabad,330,23,30,36,33,65,12/31/2018 0:00
Amreli,128,4,81,3,12,13,12/31/2018 0:00
Amreli,215,10,134,7,16,18,12/31/2018 0:00
Bharuch,166,3,111,1,21,14,12/31/2018 0:00
Botad,119,3,79,2,14,6,12/31/2018 0:00
Dahod,256,9,120,16,23,25,12/31/2018 0:00
Devbhumi-Dwarka,83,4,39,4,12,9,12/31/2018 0:00
Gandhinagar,116,9,61,10,7,8,12/31/2018 0:00
Morbi,88,2,44,3,7,7,12/31/2018 0:00
Navsari,217,10,73,13,22,21,12/31/2018 0:00
Sabarkantha,151,1,91,5,15,12,12/31/2018 0:00
Ahmedabad,137,8,75,7,11,15,12/31/2018 0:00
Aravalli,129,6,55,5,30,13,12/31/2018 0:00
Dahod,221,3,155,6,11,11,12/31/2018 0:00
Kachchh,157,2,108,6,20,4,12/31/2018 0:00
Panchmahals,231,7,104,11,24,39,12/31/2018 0:00
Sabarkantha,277,1,183,7,31,21,12/31/2018 0:00
Surat,180,9,66,4,46,20,12/31/2018 0:00
Surat,389,9,77,11,35,86,12/31/2018 0:00
Valsad,209,8,81,14,32,16,12/31/2018 0:00
Ahmedabad,250,15,18,28,53,56,12/31/2018 0:00
Ahmedabad,227,30,6,34,16,52,12/31/2018 0:00
Ahmedabad,91,6,52,3,11,7,12/31/2018 0:00
Banaskantha,137,10,42,13,15,38,12/31/2018 0:00
Dahod,177,2,90,10,19,33,12/31/2018 0:00
Jamnagar,65,0,19,2,14,11,12/31/2018 0:00
Panchmahals,136,1,43,2,26,46,12/31/2018 0:00
Surat,188,7,58,15,30,15,12/31/2018 0:00
Ahmedabad,292,33,13,47,31,34,1/31/2019 0:00
Ahmedabad,254,31,12,42,15,49,1/31/2019 0:00
Ahmedabad,326,35,21,32,29,71,1/31/2019 0:00
Ahmedabad,264,21,18,36,21,55,1/31/2019 0:00
Ahmedabad,324,37,17,39,58,69,1/31/2019 0:00
Ahmedabad,120,9,3,15,40,14,1/31/2019 0:00
